finalWorth,category,age,country,industries,birthYear,birthMonth,birthDay,cpi_country,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
2700,Sports,77,United States,Sports,1945,8,24,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Healthcare,70,India,Healthcare,1953,1,1,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1200,Media & Entertainment,43,Sweden,Media & Entertainment,1979,6,1,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
6800,Gambling & Casinos,55,United Kingdom,Gambling & Casinos,1967,9,26,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
2400,Media & Entertainment,57,India,Media & Entertainment,1965,7,26,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1600,Technology,49,China,Technology,1973,10,28,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
5200,Real Estate,59,United States,Real Estate,1963,10,3,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7300,Technology,55,China,Technology,1967,6,3,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3600,Finance & Investments,58,United States,Finance & Investments,1965,1,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5600,Finance & Investments,65,United States,Finance & Investments,1958,1,7,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Diversified,60,China,Diversified,1963,4,2,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2100,Technology,40,United States,Technology,1982,5,30,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Energy,70,Australia,Energy,1953,1,1,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
1500,Logistics,78,Malaysia,Logistics,1944,9,10,121.46,"$364,701,517,788 ",105.3,76,12,38.7,32447385
1100,Healthcare,62,India,Healthcare,1960,11,22,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
3200,Technology,52,South Korea,Technology,1970,10,6,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
2200,Manufacturing,60,Australia,Manufacturing,1962,9,13,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
3400,Fashion & Retail,84,Switzerland,Fashion & Retail,1938,6,13,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
1600,Logistics,76,Japan,Logistics,1946,10,10,105.48,"$5,081,769,542,380 ",98.8,84.2,11.9,46.7,126226568
2700,Metals & Mining,61,South Africa,Metals & Mining,1962,1,28,158.93,"$351,431,649,241 ",100.9,63.9,27.5,29.2,58558270
3600,Finance & Investments,59,Switzerland,Finance & Investments,1963,9,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
1700,Finance & Investments,77,United States,Finance & Investments,1946,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
10900,Fashion & Retail,85,United States,Fashion & Retail,1937,6,17,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
8900,Food & Beverage,63,United Kingdom,Food & Beverage,1960,1,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1800,Automotive,72,China,Automotive,1950,7,30,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Manufacturing,56,India,Manufacturing,1966,8,15,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1100,Finance & Investments,53,India,Finance & Investments,1970,2,25,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1000,Finance & Investments,73,South Africa,Finance & Investments,1949,5,20,158.93,"$351,431,649,241 ",100.9,63.9,27.5,29.2,58558270
1500,Telecom,67,Australia,Telecom,1956,1,1,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
2900,Technology,54,Sweden,Technology,1969,4,1,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
4700,Manufacturing,63,Turkey,Manufacturing,1959,11,20,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
3600,Automotive,47,Switzerland,Automotive,1975,4,13,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
5800,Healthcare,75,Denmark,Healthcare,1947,10,25,110.35,"$348,078,018,464 ",101.3,81,32.4,23.8,5818553
5500,Technology,34,United States,Technology,1988,9,9,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2900,Healthcare,85,Germany,Healthcare,1937,4,6,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1700,Finance & Investments,85,United States,Finance & Investments,1937,12,17,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7900,Finance & Investments,52,United States,Finance & Investments,1970,9,23,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Real Estate,68,Singapore,Real Estate,1954,5,25,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
1100,Energy,62,Russia,Energy,1961,3,15,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
6000,Fashion & Retail,85,United States,Fashion & Retail,1937,9,8,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
6700,Manufacturing,60,China,Manufacturing,1962,8,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1500,Food & Beverage,46,United Arab Emirates,Food & Beverage,1977,3,10,114.52,"$421,142,267,938 ",108.4,77.8,0.1,15.9,9770529
1100,Manufacturing,49,China,Manufacturing,1974,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4000,Energy,69,Switzerland,Energy,1953,11,8,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
4800,Healthcare,79,Germany,Healthcare,1943,11,22,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
3300,Media & Entertainment,78,Israel,Media & Entertainment,1944,12,6,108.15,"$395,098,666,122 ",104.9,82.8,23.1,25.3,9053300
2400,Finance & Investments,63,United States,Finance & Investments,1959,9,15,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
27000,Metals & Mining,69,Australia,Metals & Mining,1954,2,9,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
22100,Metals & Mining,66,Russia,Metals & Mining,1956,5,7,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2400,Technology,54,United States,Technology,1968,11,6,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
27400,Automotive,60,Germany,Automotive,1962,4,28,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1200,Manufacturing,60,China,Manufacturing,1962,6,21,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4600,Logistics,78,United States,Logistics,1944,8,11,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4100,Fashion & Retail,56,Russia,Fashion & Retail,1966,10,30,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2800,Service,50,India,Service,1972,11,11,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
13300,Energy,80,United States,Energy,1942,7,29,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Energy,71,United States,Energy,1952,2,9,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Service,56,United States,Service,1967,1,7,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1900,Manufacturing,81,India,Manufacturing,1942,1,13,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
2500,Metals & Mining,55,Russia,Metals & Mining,1968,1,2,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
3000,Fashion & Retail,71,China,Fashion & Retail,1951,11,10,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4200,Food & Beverage,40,United States,Food & Beverage,1982,5,5,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2800,Manufacturing,76,India,Manufacturing,1947,1,1,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1300,Diversified,49,Russia,Diversified,1973,5,9,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
1000,Healthcare,58,China,Healthcare,1964,11,6,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1900,Technology,55,United Kingdom,Technology,1967,8,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
2700,Manufacturing,63,United States,Manufacturing,1960,2,4,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Energy,72,United States,Energy,1950,4,24,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2800,Technology,66,United States,Technology,1956,8,4,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Technology,67,Australia,Technology,1955,6,27,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
8100,Diversified,69,France,Diversified,1953,7,7,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
21600,Energy,67,Russia,Energy,1955,8,11,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
1800,Media & Entertainment,69,Brazil,Media & Entertainment,1953,9,16,167.4,"$1,839,758,040,766 ",115.4,75.7,14.2,65.1,212559417
3400,Finance & Investments,64,South Korea,Finance & Investments,1958,10,5,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
21100,Technology,60,United States,Technology,1963,2,17,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1900,Diversified,74,Thailand,Diversified,1948,10,21,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
1100,Food & Beverage,42,United States,Food & Beverage,1980,12,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Healthcare,74,China,Healthcare,1948,7,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1000,Food & Beverage,68,India,Food & Beverage,1954,10,30,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
2300,Fashion & Retail,69,Italy,Fashion & Retail,1954,2,21,110.62,"$2,001,244,392,042 ",101.9,82.9,24.3,59.1,60297396
4900,Diversified,60,Indonesia,Diversified,1962,6,18,151.18,"$1,119,190,780,753 ",106.4,71.5,10.2,30.1,270203917
3000,Metals & Mining,62,China,Metals & Mining,1960,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
10300,Finance & Investments,70,United States,Finance & Investments,1952,11,29,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Manufacturing,76,United States,Manufacturing,1946,9,15,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1400,Technology,40,United States,Technology,1983,3,4,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4100,Diversified,82,Australia,Diversified,1940,9,13,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
5700,Finance & Investments,59,United States,Finance & Investments,1964,4,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2200,Technology,67,United States,Technology,1955,4,9,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Technology,39,United States,Technology,1983,12,30,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5900,Real Estate,60,China,Real Estate,1963,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2600,Manufacturing,77,Germany,Manufacturing,1946,1,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
26600,Metals & Mining,69,Mexico,Metals & Mining,1953,10,26,141.54,"$1,258,286,717,125 ",105.8,75,13.1,55.1,126014024
6000,Fashion & Retail,65,India,Fashion & Retail,1958,1,1,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1000,Construction & Engineering,51,Russia,Construction & Engineering,1971,9,24,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2900,Fashion & Retail,66,Canada,Fashion & Retail,1956,12,8,116.76,"$1,736,425,629,520 ",100.9,81.9,12.8,24.5,36991981
1900,Food & Beverage,60,United States,Food & Beverage,1963,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Healthcare,58,China,Healthcare,1965,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1000,Technology,70,Japan,Technology,1952,8,30,105.48,"$5,081,769,542,380 ",98.8,84.2,11.9,46.7,126226568
1500,Diversified,70,Hungary,Diversified,1953,3,20,121.64,"$160,967,157,504 ",100.8,75.8,23,37.9,9769949
7400,Food & Beverage,81,United States,Food & Beverage,1941,11,30,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Diversified,79,Israel,Diversified,1944,1,1,108.15,"$395,098,666,122 ",104.9,82.8,23.1,25.3,9053300
3300,Telecom,68,Egypt,Telecom,1954,6,15,288.57,"$303,175,127,598 ",106.3,71.8,12.5,44.4,100388073
3200,Technology,67,India,Technology,1955,4,5,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
3500,Healthcare,90,Thailand,Healthcare,1933,3,26,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
2400,Real Estate,85,United States,Real Estate,1937,6,4,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Healthcare,63,United States,Healthcare,1959,9,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
6200,Diversified,85,Sweden,Diversified,1938,3,3,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
1800,Healthcare,52,United States,Healthcare,1971,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3900,Food & Beverage,73,United States,Food & Beverage,1949,4,7,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2200,Energy,55,China,Energy,1968,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
7200,Finance & Investments,79,United States,Finance & Investments,1943,6,13,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Technology,82,Japan,Technology,1940,11,12,105.48,"$5,081,769,542,380 ",98.8,84.2,11.9,46.7,126226568
5700,Metals & Mining,56,Ukraine,Metals & Mining,1966,9,21,281.66,"$153,781,069,118 ",99,71.6,20.1,45.2,44385155
1100,Manufacturing,58,China,Manufacturing,1965,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2600,Healthcare,70,United States,Healthcare,1952,7,7,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4000,Media & Entertainment,76,United States,Media & Entertainment,1946,12,18,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2700,Technology,68,United States,Technology,1955,1,2,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
8600,Finance & Investments,67,New Zealand,Finance & Investments,1955,6,6,114.24,"$206,928,765,544 ",100,81.9,29,34.6,4841000
1600,Technology,64,China,Technology,1959,2,10,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4900,Metals & Mining,94,Indonesia,Metals & Mining,1928,11,1,151.18,"$1,119,190,780,753 ",106.4,71.5,10.2,30.1,270203917
5400,Fashion & Retail,71,Austria,Fashion & Retail,1951,10,8,118.06,"$446,314,739,528 ",103.1,81.6,25.4,51.4,8877067
2300,Finance & Investments,67,United States,Finance & Investments,1955,10,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
18700,Automotive,57,China,Automotive,1966,2,15,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Automotive,77,China,Automotive,1945,4,11,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1400,Real Estate,65,Singapore,Real Estate,1958,1,1,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
1600,Technology,38,China,Technology,1985,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
14900,Diversified,83,Thailand,Diversified,1939,4,19,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
2500,Automotive,81,United States,Automotive,1942,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Finance & Investments,62,Sweden,Finance & Investments,1960,7,15,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
7400,Construction & Engineering,62,Egypt,Construction & Engineering,1961,1,19,288.57,"$303,175,127,598 ",106.3,71.8,12.5,44.4,100388073
1900,Fashion & Retail,91,China,Fashion & Retail,1931,12,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2400,Real Estate,61,Canada,Real Estate,1961,7,15,116.76,"$1,736,425,629,520 ",100.9,81.9,12.8,24.5,36991981
2600,Manufacturing,51,Germany,Manufacturing,1972,1,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1500,Diversified,76,Switzerland,Diversified,1946,8,15,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
2300,Fashion & Retail,61,United States,Fashion & Retail,1961,6,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Finance & Investments,67,United States,Finance & Investments,1955,6,22,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1900,Healthcare,72,China,Healthcare,1951,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1000,Finance & Investments,75,France,Finance & Investments,1947,9,4,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
1100,Manufacturing,72,China,Manufacturing,1951,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
8800,Technology,49,China,Technology,1974,3,10,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3200,Metals & Mining,61,Switzerland,Metals & Mining,1961,11,21,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
4200,Finance & Investments,82,France,Finance & Investments,1940,11,6,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
4100,Sports,76,United States,Sports,1946,8,14,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5900,Finance & Investments,61,United States,Finance & Investments,1961,4,23,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1000,Fashion & Retail,54,China,Fashion & Retail,1969,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Fashion & Retail,50,United States,Fashion & Retail,1972,8,13,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Technology,45,South Korea,Technology,1978,2,1,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
1400,Real Estate,57,China,Real Estate,1965,8,24,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
58800,Fashion & Retail,74,United States,Fashion & Retail,1948,6,7,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
6600,Manufacturing,47,Switzerland,Manufacturing,1976,1,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
2100,Construction & Engineering,76,Spain,Construction & Engineering,1947,3,8,110.96,"$1,394,116,310,769 ",102.7,83.3,14.2,47,47076781
4200,Finance & Investments,55,United States,Finance & Investments,1967,10,11,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Finance & Investments,75,Singapore,Finance & Investments,1948,3,21,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
1600,Service,63,United States,Service,1959,11,22,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4600,Technology,46,United States,Technology,1976,11,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
20900,Metals & Mining,57,Russia,Metals & Mining,1965,9,26,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2900,Sports,92,United Kingdom,Sports,1930,10,28,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
5200,Food & Beverage,53,China,Food & Beverage,1970,2,26,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Finance & Investments,86,United States,Finance & Investments,1937,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2400,Automotive,83,United Arab Emirates,Automotive,1940,1,1,114.52,"$421,142,267,938 ",108.4,77.8,0.1,15.9,9770529
1700,Manufacturing,71,India,Manufacturing,1951,5,17,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
10100,Real Estate,59,China,Real Estate,1964,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1600,Food & Beverage,68,Thailand,Food & Beverage,1954,4,20,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
4300,Metals & Mining,62,Russia,Metals & Mining,1960,6,9,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2300,Construction & Engineering,55,Turkey,Construction & Engineering,1967,10,3,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
2000,Metals & Mining,46,Australia,Metals & Mining,1977,3,19,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
8600,Finance & Investments,71,United States,Finance & Investments,1951,7,31,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4300,Manufacturing,74,China,Manufacturing,1949,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Diversified,35,China,Diversified,1987,8,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2700,Media & Entertainment,52,United States,Media & Entertainment,1970,6,11,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7200,Food & Beverage,77,China,Food & Beverage,1945,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Manufacturing,60,China,Manufacturing,1963,3,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2600,Food & Beverage,76,United States,Food & Beverage,1946,5,5,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3000,Healthcare,51,Switzerland,Healthcare,1971,12,7,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
2400,Finance & Investments,55,Switzerland,Finance & Investments,1968,4,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
2500,Diversified,59,Turkey,Diversified,1964,3,18,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
1900,Fashion & Retail,80,India,Fashion & Retail,1942,10,5,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1500,Food & Beverage,73,United States,Food & Beverage,1949,5,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2100,Healthcare,75,United States,Healthcare,1948,2,23,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3300,Finance & Investments,77,United States,Finance & Investments,1946,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1400,Real Estate,70,Singapore,Real Estate,1953,1,1,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
6500,Finance & Investments,80,United States,Finance & Investments,1942,11,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
8400,Media & Entertainment,72,Australia,Media & Entertainment,1950,5,21,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
1500,Automotive,62,Israel,Automotive,1960,5,26,108.15,"$395,098,666,122 ",104.9,82.8,23.1,25.3,9053300
11600,Real Estate,82,United States,Real Estate,1940,5,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
45000,Technology,39,China,Technology,1984,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3200,Technology,53,Germany,Technology,1969,9,17,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1200,Healthcare,36,Germany,Healthcare,1987,1,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
3200,Manufacturing,87,China,Manufacturing,1935,5,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
5500,Media & Entertainment,80,United States,Media & Entertainment,1942,4,15,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Manufacturing,55,China,Manufacturing,1968,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
9400,Technology,44,China,Technology,1979,2,18,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
7400,Manufacturing,72,United States,Manufacturing,1951,3,31,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Food & Beverage,44,United States,Food & Beverage,1978,6,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4200,Technology,74,United States,Technology,1949,1,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2100,Construction & Engineering,65,India,Construction & Engineering,1957,8,30,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1600,Manufacturing,59,China,Manufacturing,1963,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4600,Food & Beverage,79,Algeria,Food & Beverage,1944,1,1,151.36,"$169,988,236,398 ",109.9,76.7,37.2,66.1,43053054
2600,Diversified,61,Sweden,Diversified,1961,5,5,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
5200,Gambling & Casinos,49,United Kingdom,Gambling & Casinos,1973,12,27,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
12900,Sports,75,United States,Sports,1947,7,29,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Food & Beverage,73,United States,Food & Beverage,1949,9,20,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1800,Technology,59,China,Technology,1963,11,6,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1500,Service,43,China,Service,1980,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3100,Media & Entertainment,53,South Korea,Media & Entertainment,1969,4,16,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
8300,Fashion & Retail,75,United States,Fashion & Retail,1948,3,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3400,Food & Beverage,68,United States,Food & Beverage,1955,3,2,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7100,Manufacturing,66,China,Manufacturing,1956,12,14,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1300,Finance & Investments,63,Germany,Finance & Investments,1959,5,8,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
2400,Diversified,88,Philippines,Diversified,1934,7,17,129.61,"$376,795,508,680 ",107.5,71.1,14,43.1,108116615
6300,Healthcare,85,France,Healthcare,1938,1,1,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
